code,code_name,ipoDate,industry,website,total_share,market_cap,price,pe,pb,roe,eps,bps,cash,short_term_borrowing,interest_bearing_debt,gross_profit_margin,net_profit,operating_expense,research_and_development,operating_cash_flow,investment_cash_flow,financing_cash_flow,value_lt_15
sh.600235,民丰特纸,2000-06-15,C22造纸和纸制品业,https://www.mfspchina.net,"351,300,000","2,325,605,888",6.62,82.75,1.5366759,1.98%,0.08,4.308,"177,344,633.5","664,948,146.74","1,255,806,592",17%,"72,001,283.9","145,912,479.85","50,159,717.65","261,962,097.71","-639,240,581.67","386,107,583.4",0
sh.600237,铜峰电子,2000-06-09,C39计算机、通信和其他电子设备制造业,https://www.tong-feng.com,"630,704,155","5,411,441,152",8.58,45.157894,2.7579556,6.33%,0.19,3.111,"430,425,368.77",,"73,971,712",27%,"122,991,086.02","215,329,120.77","53,036,279.77","202,655,119.26","-253,121,038.48","28,238,469.42",0
sh.600238,*ST椰岛,2000-01-20,C15酒、饮料和精制茶制造业,https://www.yedao.com,"448,200,000","2,290,301,952",5.1,,22.61062,-67.80%,-0.3,0.226,"16,290,646.47","80,104,805.55","221,271,072",31%,"-137,607,494.41","110,606,924.09","5,367,316.08","-18,293,552.87","-5,099,025.78","1,271,444.49",
sh.600239,云南城投,1999-12-02,K70房地产业,https://www.ynctzy.com,"1,605,686,909","3,516,454,400",2.19,,2.740926,-6.30%,-0.06,0.799,"677,926,200.13",,"5,149,364,224",35%,"-80,536,510.6","445,211,832.85",,"-27,403,492.69","-27,235,756.38","-29,933,743.38",
sh.600241,时代万恒,2000-11-28,C38电气机械和器材制造业,https://www.shidaiwanheng.com,"294,302,115","2,851,787,264",9.69,484.5,2.440806,0.03%,0.02,3.97,"499,670,360.82","647,717.55","539,217",30%,"18,708,001.8","98,600,949.81","21,720,228.24","47,917,859.3","-245,635,978.25","18,583.12",0
sh.600243,*ST海华,2000-11-20,C34通用设备制造业,https://www.qhhdsy.com,"438,850,000","1,364,823,424",3.11,,2.1537395,-11.68%,-0.17,1.444,"94,846,708.49","7,580,000.0","152,515,872",11%,"-91,227,730.51","66,102,531.77","11,750,331.61","-70,445,929.55","-10,529,027.36","-75,995,654.82",
sh.600246,万通发展,2000-09-22,K70房地产业,https://www.vantone.com,"1,942,987,476","19,429,875,712",10.0,,3.6036034,-6.17%,-0.19,2.775,"1,210,301,027.13",,"1,781,040,768",35%,"-459,195,788.22","275,773,317.96","7,024,216.33","30,816,381.97","-57,484,695.9","-197,030,920.69",
sh.600248,陕建股份,2000-06-22,E48土木工程建筑业,https://www.sxjgkg.com,"3,739,735,286","12,902,086,656",3.45,11.5,0.44642857,3.51%,0.3,7.728,"29,519,648,660.64","17,514,117,953.55","41,495,158,784",12%,"3,610,894,383.09","5,055,277,848.21","1,101,322,318.91","-8,185,781,492.6","1,523,177,873.84","2,966,216,647.74",1
sh.600249,两面针,2004-01-30,C26化学原料和化学制品制造业,https://www.lmz.com.cn,"550,000,000","3,492,499,968",6.35,158.75,1.5938755,1.02%,0.04,3.984,"1,272,880,948.54","90,000,000.0","104,850,528",17%,"82,561,909.03","215,116,791.95","17,325,721.4","14,279,946.49","-6,403,101.17","-13,301,621.57",0
sh.600250,南京商旅,2001-03-06,N78公共设施管理业,https://www.nantex.com.cn,"312,791,404","4,019,369,472",12.85,160.62502,6.3866796,8.35%,0.08,2.012,"418,255,871.06","295,256,722.23","507,550,560",28%,"91,563,999.1","117,462,352.86","7,399,867.48","117,737,936.37","-34,808,944.81","-26,343,589.57",0
sh.600251,冠农股份,2003-06-09,C13农副食品加工业,https://www.gngf.cn,"776,993,583","9,090,825,216",11.7,41.785713,2.3955774,5.80%,0.28,4.884,"1,692,360,679.85","2,158,667,392.26","1,127,309,824",8%,"246,232,213.75","191,091,929.46","49,744,571.09","567,483,023.68","191,501,584.65","-943,305,095.5",0
sh.600252,中恒集团,2000-11-30,C27医药制造业,https://www.wz-zhongheng.com,"3,184,163,070","7,960,407,552",2.5,,1.2382367,-7.13%,-0.11,2.019,"4,054,748,826.46","1,304,042,585.63","2,503,008,768",47%,"-551,020,377.35","1,099,916,148.42","117,501,421.04","477,427,055.13","949,447,040.75","-220,401,118.61",
sh.600255,鑫科材料,2000-11-22,C32有色金属冶炼和压延加工业,https://www.ahxinke.com,"1,806,146,955","6,068,653,568",3.36,168.0,4.189526,2.64%,0.02,0.802,"783,772,559.7","736,513,938.01","1,112,760,960",8%,"74,744,808.88","237,920,967.71","162,345,897.63","-64,527,389.84","-59,894,538.51","67,539,437.72",0
sh.600257,大湖股份,2000-06-12,A04渔业,https://www.dhszgf.com,"481,237,188","3,229,101,568",6.71,,4.0519323,-3.68%,-0.12,1.656,"187,125,097.79","200,212,711.12","695,046,592",23%,"-60,888,656.68","184,753,184.32","585,932.31","67,450,890.8","-27,130,163.9","-189,398,292.51",
sh.600258,首旅酒店,2000-06-01,H61住宿业,https://www.bthhotels.com,"1,116,603,126","17,854,484,480",15.99,21.32,1.4816531,7.27%,0.75,10.792,"1,302,992,956.09","40,033,000.0","8,806,687,744",38%,"820,085,076.71","1,486,006,730.22","64,489,880.2","3,370,866,578.48","-989,410,343.61","-2,267,975,121.08",0
sh.600261,阳光照明,2000-07-20,C38电气机械和器材制造业,https://www.yankon.com,"1,335,052,966","4,926,345,216",3.69,26.357143,1.4192308,5.18%,0.14,2.6,"2,297,180,943.61","58,446,401.51","205,490,176",33%,"207,527,530.06","867,300,012.19","81,763,701.0","256,961,833.56","564,157,296.42","-394,774,628.79",1
sh.600262,北方股份,2000-06-30,C35专用设备制造业,https://www.chinanhl.norincogroup.com.cn,"170,000,000","4,370,699,776",25.71,17.37162,2.4826188,15.70%,1.48,10.356,"869,207,140.03","100,069,361.1",0,19%,"207,533,261.63","222,869,249.5","119,988,789.98","363,800,662.11","-5,162,021.13","-42,966,260.1",0
sh.600265,ST景谷,2000-08-25,C20木材加工和木、竹、藤、棕、草制品业,https://www.jgly.cn,"129,800,000","2,666,092,032",20.54,,306.56717,-237.80%,-2.11,0.067,"40,276,044.56","35,037,923.61","358,147,040",2%,"-104,011,569.94","42,421,826.93",,"3,020,779.07","-9,018,046.37","-12,351,211.87",
sh.600266,城建发展,1999-02-03,K70房地产业,https://www.bucid.com,"2,075,743,507","10,586,291,200",5.1,,0.5448136,-5.28%,-0.45,9.361,"9,892,395,343.32",,"36,366,376,960",16%,"-1,876,289,250.11","2,056,304,983.65","29,367,833.1","5,574,859,521.0","-1,570,768,825.36","-7,804,384,415.51",
sh.600267,海正药业,2000-07-25,C27医药制造业,https://www.hisunpharm.com,"1,198,848,196","12,132,343,808",10.12,22.0,1.3830805,6.37%,0.46,7.317,"1,497,647,788.41","2,160,812,175.17","3,409,102,848",42%,"591,311,870.59","3,377,267,694.44","357,688,684.68","2,184,093,536.55","-290,360,918.94","-2,036,945,193.72",0
sh.600268,国电南自,1999-11-18,C38电气机械和器材制造业,https://www.sac-china.com,"1,015,870,778","15,227,902,976",14.99,33.31111,4.4362235,17.04%,0.45,3.379,"2,653,300,321.19","84,078,558.33","363,428,768",23%,"582,259,599.61","1,372,945,536.28","590,679,830.02","1,076,467,045.98","347,760,105.0","-564,923,232.75",0
sh.600269,赣粤高速,2000-05-18,G54道路运输业,https://www.600269.cn,"2,335,407,014","11,209,954,304",4.8,6.3157897,0.5637111,6.23%,0.76,8.515,"2,695,850,910.41","1,801,182,750.0","9,235,693,568",39%,"1,332,216,283.3","462,994,689.33","71,148,686.96","2,600,017,461.72","-2,225,353,593.32","-39,528,316.89",1
sh.600271,航天信息,2003-07-11,I65软件和信息技术服务业,https://www.aisino.com,"1,852,884,638","15,786,577,920",8.52,,1.1685641,-3.39%,-0.23,7.291,"7,259,556,147.27","313,126,799.94","452,738,688",24%,"-22,630,174.63","2,253,537,140.95","686,040,627.39","-167,017,412.4","204,595,268.71","-255,767,511.86",
sh.600272,开开实业,2001-02-28,F51批发业,https://www.chinesekk.com,"182,651,945","3,382,957,056",12.88,257.6,4.3235984,3.83%,0.05,2.979,"105,005,688.11","10,009,166.67","17,541,700",18%,"47,761,333.95","156,049,785.82",,"-61,571,315.21","28,629,637.99","-20,116,896.25",0
sh.600273,嘉化能源,2003-06-27,C26化学原料和化学制品制造业,https://www.jhec.com.cn,"1,356,879,522","12,632,548,352",9.31,11.935899,1.226291,10.34%,0.78,7.592,"816,672,723.09","719,529,116.65","1,484,492,800",18%,"1,005,400,886.54","454,481,194.77","284,238,020.93","994,172,083.07","-630,760,562.53","-392,957,645.2",1
sh.600278,东方创业,2000-07-12,F51批发业,https://www.oie.com.cn,"871,915,557","6,513,209,344",7.47,29.88,0.84973264,3.44%,0.25,8.791,"4,577,592,623.67","582,939,431.6","888,227,264",5%,"282,068,512.06","1,371,797,740.32","15,970,634.05","-211,631,588.27","-19,529,461.41","-126,626,518.13",1
sh.600279,重庆港,2000-07-31,G55水上运输业,https://www.cqggf.com.cn,"1,186,866,283","6,159,836,160",5.19,12.069767,0.9143763,10.17%,0.43,5.676,"1,694,911,047.16","14,293,526.33","3,433,607,168",12%,"880,363,581.6","288,727,512.06",,"202,229,212.55","-86,916,964.93","-978,255,569.77",1
sh.600280,中央商场,2000-09-26,F52零售业,https://www.njzsgroup.com,"1,128,334,788","3,700,938,240",3.28,,6.007326,-24.19%,-0.15,0.546,"384,867,941.15","4,112,729,840.72","6,233,846,272",55%,"-151,907,443.66","902,505,685.99",,"314,221,292.44","-68,539,620.94","-283,448,769.07",
sh.600281,华阳新材,2000-11-09,C32有色金属冶炼和压延加工业,https://www.hyxc600281.com,"514,402,025","2,824,067,072",5.49,,21.614172,-20.44%,-0.06,0.254,"34,660,937.32","20,024,777.79","543,600,576",-9%,"-186,168,035.96","81,110,821.44","2,607,996.09","-37,601,144.4","-22,865,652.51","55,597,165.88",
sh.600283,钱江水利,2000-10-18,D46水的生产和供应业,https://www.qjwater.com,"560,824,898","5,204,454,912",9.28,21.581394,1.6756951,8.59%,0.43,5.538,"1,788,618,830.26","1,496,087,340.26","3,284,229,888",37%,"285,613,753.15","445,397,374.77","43,019,179.91","583,450,090.59","-1,131,924,843.38","1,797,444,496.2",0
sh.600284,浦东建设,2004-03-16,E48土木工程建筑业,https://www.pdjs.com.cn,"970,256,000","6,762,683,904",6.97,18.342106,0.8571077,4.80%,0.38,8.132,"3,632,376,963.88","900,624,250.01","1,848,196,096",8%,"601,681,710.7","989,441,363.89","651,656,297.33","-171,735,446.45","-91,082,603.73","-505,368,801.51",1
sh.600285,羚锐制药,2000-10-18,C27医药制造业,https://www.lingrui.com,"567,115,486","12,663,688,192",22.33,15.95,3.8922782,25.94%,1.4,5.737,"1,228,377,806.0","33,274,770.88","525,076,352",76%,"722,584,691.99","1,896,847,702.54","131,525,319.54","875,864,233.13","-665,832,323.34","-471,937,881.96",0
sh.600287,苏豪时尚,2000-09-01,F51批发业,https://www.esaintycorp.com,"436,796,074","2,529,049,088",5.79,96.5,1.0980467,3.01%,0.06,5.273,"685,731,753.99","103,791,763.63","58,330,088",14%,"99,450,246.6","396,584,288.78",,"504,111,160.25","85,401,018.7","-647,459,320.9",0
sh.600288,大恒科技,2000-11-29,C39计算机、通信和其他电子设备制造业,https://www.dhxjy.com.cn,"436,800,000","6,215,663,616",14.23,142.29999,3.2652593,2.11%,0.1,4.358,"834,296,333.97","111,490,000.0","28,890,000",34%,"-44,765,816.55","609,115,507.34","166,229,876.94","90,028,507.51","60,924,650.99","-34,245,557.21",
sh.600289,ST信通,2000-07-20,I65软件和信息技术服务业,https://www.bocoict.com,"631,052,069","4,707,648,512",7.46,,4.2123094,-28.67%,-0.42,1.771,"835,804,112.36",,"4,718,975",49%,"-96,786,407.54","197,196,831.68","60,324,811.22","133,469,660.35","-614,390.04","-7,154,915.37",
