code,code_name,ipoDate,industry,website,total_share,market_cap,price,pe,pb,roe,eps,bps,cash,short_term_borrowing,interest_bearing_debt,gross_profit_margin,net_profit,operating_expense,research_and_development,operating_cash_flow,investment_cash_flow,financing_cash_flow,value_lt_15
sz.300486,东杰智能,2015-06-30,C34通用设备制造业,https://www.omhgroup.com,"477,148,936","11,055,540,224",23.17,,6.5955024,-11.46%,-0.42,3.513,"456,972,300.6","285,343,751.4","439,333,728",5%,"-257,286,464.63","142,922,949.2","42,740,908.26","-72,061,749.36","-47,754,818.17","-4,699,697.63",
sz.300488,恒锋工具,2015-07-01,C33金属制品业,https://www.esttools.com,"182,988,092","4,889,441,792",26.72,30.363636,2.6664004,9.17%,0.88,10.021,"81,999,869.1","50,051,650.68","436,644,992",45%,"129,260,157.32","109,161,797.93","34,418,653.35","196,050,718.66","-721,317,805.45","475,573,959.55",0
sz.300489,光智科技,2015-07-01,C39计算机、通信和其他电子设备制造业,https://www.votinfrared.com,"137,672,835","6,429,321,216",46.7,,10.149968,6.87%,-0.24,4.601,"62,287,764.89","286,124,212.92","2,243,921,408",28%,"31,867,574.92","265,209,021.35","127,552,838.5","-158,810,747.03","23,226,738.39","81,437,823.17",0
sz.300490,华自科技,2015-12-31,C38电气机械和器材制造业,https://www.cshnac.com,"398,670,674","6,669,760,512",16.73,,2.9763389,-19.27%,-1.12,5.621,"440,985,666.81","950,064,221.91","1,139,126,528",16%,"-422,997,350.79","507,873,302.08","167,033,965.13","-459,976,955.55","-81,343,733.46","369,556,223.2",
sz.300491,通合科技,2015-12-31,C38电气机械和器材制造业,https://www.sjzthdz.com,"175,673,149","4,189,804,800",23.85,103.69565,3.7068698,3.42%,0.23,6.434,"246,443,316.74","152,257,214.63","283,392,512",27%,"23,940,677.56","261,810,070.09","113,315,631.02","58,390,087.32","-57,611,967.2","39,549,731.16",0
sz.300492,华图山鼎,2015-12-23,P83教育,https://www.cendes-arch.com,"196,681,058","11,446,837,248",58.2,93.87097,28.459658,45.35%,0.62,2.045,"387,576,706.96",,"792,853,440",53%,"52,992,079.6","1,415,405,894.44","199,011,412.67","824,170,813.12","-367,387,047.26","-263,249,787.25",0
sz.300493,润欣科技,2015-12-10,F51批发业,https://fortune-co.com,"512,521,047","7,892,824,064",15.4,171.1111,6.7811537,3.96%,0.09,2.271,"285,912,754.28","169,930,267.08","173,325,984",9%,"35,148,448.15","163,151,847.07","47,690,695.48","47,596,398.55","-37,364,501.11","21,932,096.31",0
sz.300494,盛天网络,2015-12-31,I64互联网和相关服务,https://www.shengtian.com,"490,510,076","5,577,099,776",11.37,,3.8516262,-14.77%,-0.47,2.952,"1,019,637,666.93",,"3,785,621",15%,"-260,516,616.87","194,710,163.96","71,146,271.4","-132,777,182.38","-57,435,563.67","-96,422,362.32",
sz.300497,富祥药业,2015-12-22,C27医药制造业,https://www.fushine.cn,"538,648,934","10,282,808,320",19.09,,4.7856607,-2.44%,-0.51,3.989,"695,350,502.08","556,398,323.61","1,604,662,323.61",10%,"-280,451,128.86","202,886,895.92","74,659,178.56","187,639,943.52","-139,610,488.15","-87,781,097.56",
sz.300499,高澜股份,2016-02-02,C38电气机械和器材制造业,https://www.goaland.com.cn,"305,248,564","10,927,898,624",35.8,"3,580.0",7.8941565,-0.14%,0.01,4.535,"123,519,442.19",,"10,389,650",24%,"-49,613,153.76","222,437,704.82","45,215,970.55","-68,237,340.56","-64,239,995.64","-28,512,783.02",
sz.300500,启迪设计,2016-02-04,M74专业技术服务业,https://www.tusdesign.com,"173,974,869","1,892,846,592",10.88,,1.6970832,-4.52%,-0.22,6.411,"734,587,608.57","187,685,908.83","361,159,072",29%,"-108,317,329.58","198,351,619.15","56,092,246.24","104,439,023.81","92,472,912.78","-114,642,968.3",
sz.300501,海顺新材,2016-02-04,C27医药制造业,https://www.hysum.com,"193,538,106","3,450,784,512",17.83,,1.9604177,-0.91%,-0.13,9.095,"327,731,235.4","137,810,018.05","796,607,616",29%,"80,906,414.7","183,905,894.61","52,322,196.73","161,307,846.86","-241,669,439.22","-296,995,318.9",0
sz.300503,昊志机电,2016-03-09,C34通用设备制造业,https://www.haozhihs.com,"308,226,785","14,409,602,048",46.75,114.02439,10.720018,9.70%,0.41,4.361,"71,407,919.5","146,110,155.28","933,152,256",35%,"83,185,085.99","285,354,666.24","102,499,905.61","134,964,770.38","-110,948,296.11","-20,459,590.0",0
sz.300504,天邑股份,2018-03-30,C39计算机、通信和其他电子设备制造业,https://www.tianyisc.com,"271,024,580","4,087,050,496",15.08,,1.9274029,-5.52%,-0.45,7.824,"426,366,976.96",,"21,835,646",13%,"-26,425,411.15","212,349,333.4","101,486,246.77","49,834,730.86","-122,620,207.82","-66,234,936.64",
sz.300505,川金诺,2016-03-15,C26化学原料和化学制品制造业,https://www.cjnphos.com,"274,867,523","8,666,572,800",31.53,19.10909,3.1341949,14.54%,1.65,10.06,"880,337,677.42","537,457,449.83","653,721,792",18%,"475,849,436.12","179,533,960.35","18,638,565.2","297,896,683.31","138,460,076.27","32,882,960.86",0
sz.300506,ST名家汇,2016-03-24,E50建筑装饰、装修和其他建筑业,https://www.minkave.com,"1,425,596,569","6,686,047,744",4.69,,-195.41667,-450.00%,-0.3,-0.024,"157,885,587.34","44,986,647.13","315,157,248",23%,"-131,083,558.68","83,155,488.96","3,048,728.91","5,946,871.75","40,093,582.76","79,936,049.36",
sz.300507,苏奥传感,2016-04-29,C36汽车制造业,https://www.yos.net.cn,"800,646,907","6,533,278,720",8.16,58.285713,3.085066,7.06%,0.14,2.645,"274,418,460.5","313,860,318.94","434,990,432",21%,"183,829,515.14","169,976,366.38","60,639,994.68","187,935,139.37","90,513,548.23","-161,291,981.98",0
sz.300508,维宏股份,2016-04-19,C40仪器仪表制造业,https://www.weihong.com.cn,"108,846,330","4,042,552,576",37.14,47.012657,4.7750063,10.86%,0.79,7.778,"54,869,627.15","40,019,500.83","65,566,944",59%,"95,279,510.78","207,404,773.98","113,528,962.53","73,319,278.25","-23,670,258.58","-39,484,619.27",0
sz.300509,新美星,2016-04-25,C34通用设备制造业,https://www.newamstar.com,"296,400,000","3,464,915,968",11.69,35.42424,5.6120977,14.84%,0.33,2.083,"645,602,119.47","157,243,325.0","344,522,912",21%,"36,456,480.49","171,583,989.36","51,743,186.05","236,198,598.62","-36,596,437.61","63,912,361.47",0
sz.300510,金冠股份,2016-05-06,C38电气机械和器材制造业,https://www.jljgdq.cn,"824,690,700","3,818,318,080",4.63,,1.7224703,-16.25%,-0.47,2.688,"253,304,803.37","351,018,113.9","341,995,424",19%,"-340,464,944.65","315,817,624.97","68,491,258.25","393,480,991.12","-353,035,147.56","-186,338,027.6",
sz.300511,雪榕生物,2016-05-04,A01农业,https://www.xuerong.com,"640,847,016","4,524,380,160",7.06,,3.0391736,-39.31%,-1.02,2.323,"167,953,803.72","967,853,695.34","1,361,823,872",4%,"-616,406,262.2","177,845,717.17","3,462,133.88","437,201,647.13","-309,325,773.97","-136,422,307.36",
sz.300512,中亚股份,2016-05-26,C34通用设备制造业,https://www.zhongyagroup.com,"409,237,375","3,687,228,928",9.01,100.11111,2.2379534,2.27%,0.09,4.026,"317,416,610.16","230,194,722.22","218,069,088",27%,"24,192,399.18","210,723,472.77","64,722,668.01","19,838,644.53","186,081,843.7","-139,718,339.6",0
sz.300513,恒实科技,2016-05-30,I65软件和信息技术服务业,https://www.techstar.com.cn,"313,691,155","2,773,029,888",8.84,,2.10126,-54.56%,-3.28,4.207,"278,344,220.89","690,335,890.31","681,438,208",3%,"-996,084,450.25","256,562,380.21","78,661,686.53","-13,331,916.23","-4,886,966.68","-143,267,446.0",
sz.300514,友讯达,2017-04-26,C40仪器仪表制造业,https://www.friendcom.com,"200,000,000","2,592,000,000",12.96,22.736843,2.4531517,11.08%,0.57,5.283,"529,738,244.61",,"5,218,099",42%,"198,168,297.95","196,458,538.53","74,929,614.96","349,873,032.57","-152,745,797.78","-41,711,006.19",1
sz.300515,三德科技,2016-06-08,C40仪器仪表制造业,https://www.sandegroup.com,"205,754,500","3,680,947,712",17.89,19.877777,4.1633697,21.57%,0.9,4.297,"81,748,519.1",,0,54%,"144,153,365.3","157,552,794.24","65,066,630.72","174,196,029.39","-151,818,698.31","-75,300,828.0",0
sz.300516,久之洋,2016-06-02,C39计算机、通信和其他电子设备制造业,https://www.hbjir.com,"180,000,000","10,506,599,424",58.37,324.27777,8.088968,2.53%,0.18,7.216,"365,731,430.45",,"867,071",33%,"30,975,356.85","113,646,370.75","73,056,965.51","141,147,684.07","-19,859,241.71","-63,657,142.86",0
sz.300517,海波重科,2016-07-19,E48土木工程建筑业,https://www.haiod.com,"200,413,473","2,258,659,840",11.27,,2.1594176,-0.29%,-0.01,5.219,"177,465,281.41","11,414,347.24","153,345,216",15%,"23,003,575.38","48,438,759.79","15,387,773.93","131,076,348.19","-59,879,394.69","-16,414,093.05",0
sz.300518,新迅达,2016-06-24,I64互联网和相关服务,https://www.gamexun.com,"199,411,576","4,131,808,000",20.72,,5.4960213,-25.93%,-1.31,3.77,"48,203,087.86","20,532,476.71","13,788,828",12%,"-331,272,696.45","98,772,715.59","865,637.07","-125,135,862.39","-35,418,858.78","-158,644,618.56",
sz.300519,新光药业,2016-06-24,C27医药制造业,https://www.xgpharma.com,"160,000,000","2,470,400,000",15.44,44.114285,2.9835746,7.04%,0.35,5.175,"503,416,125.46",,0,34%,"50,389,992.99","56,166,304.07","12,624,156.44","53,434,052.26","-29,963,719.7","-64,000,000.0",0
sz.300520,科大国创,2016-07-08,I65软件和信息技术服务业,https://www.kdgcsoft.com,"292,031,018","10,346,658,816",35.43,,5.842678,-5.90%,-0.28,6.064,"1,103,864,976.19","389,416,651.8","799,245,888",37%,"-37,015,573.33","596,322,539.58","245,634,245.09","13,834,832.67","-246,242,143.81","37,749,940.97",
sz.300521,爱司凯,2016-07-05,C35专用设备制造业,https://www.amsky.cc,"149,730,000","3,864,531,200",25.81,,7.3116145,-2.63%,-0.09,3.53,"89,486,341.87","5,000,000.0","204,507",36%,"-3,048,283.95","68,150,324.85","25,470,622.56","-12,320,544.23","36,450,468.85","4,990,861.11",
sz.300522,世名科技,2016-07-05,C26化学原料和化学制品制造业,https://www.smcolor.com.cn,"322,451,507","3,546,966,784",11.0,183.33334,4.4105854,-0.25%,0.06,2.494,"139,104,180.57","131,330,000.0","210,018,928",25%,"17,941,497.48","131,492,162.79","58,521,396.52","109,053,350.35","-77,337,960.25","1,193,729.28",0
sz.300523,辰安科技,2016-07-26,I65软件和信息技术服务业,https://www.gsafety.com,"232,637,638","5,004,035,584",21.51,,4.7357993,-21.27%,-1.34,4.542,"664,272,604.75","679,018,759.87","952,478,144",27%,"-336,549,597.29","549,089,298.44","137,530,230.47","-179,719,362.25","-18,248,686.42","111,351,392.58",
sz.300525,博思软件,2016-07-26,I65软件和信息技术服务业,https://www.bosssoft.com.cn,"758,453,478","7,834,824,704",10.33,27.918919,3.0826619,11.70%,0.37,3.351,"1,290,462,975.9","70,457,468.88","510,698,048",66%,"346,641,632.97","984,035,733.01","362,726,235.82","350,344,851.3","-405,723,645.84","-44,392,647.54",0
sz.300527,ST应急,2016-08-05,C35专用设备制造业,https://www.china-huazhou.com,"1,016,770,372","8,205,336,576",8.07,807.0,2.8187215,0.43%,0.01,2.863,"1,423,138,809.45",,0,21%,"8,641,331.84","233,563,788.37","114,195,395.48","-214,568,507.28","-27,054,845.49","-5,678,761.35",0
sz.300528,幸福蓝海,2016-08-08,R87广播、电视、电影和录音制作业,https://www.omnijoi.com,"372,608,054","5,995,264,000",16.09,,11.346968,-21.26%,-0.34,1.418,"329,311,896.94",,"971,040,640",3%,"-193,632,981.69","156,129,537.45",,"82,921,206.48","-66,025,225.4","-126,508,139.07",
sz.300529,健帆生物,2016-08-02,C35专用设备制造业,https://www.jafroninternational.com,"798,605,275","14,151,284,736",17.72,27.261538,4.000903,14.20%,0.65,4.429,"1,724,720,027.58","77,505,234.56","1,431,514,880",81%,"814,186,376.79","1,119,090,498.03","240,093,157.22","1,050,988,421.4","-1,127,472,278.31","-989,821,061.47",0
sz.300530,领湃科技,2016-08-09,C38电气机械和器材制造业,https://www.dzpower.com,"171,951,354","4,663,321,088",27.12,,86.92308,-352.15%,-2.12,0.312,"268,580,743.97","20,011,111.11","582,119,232",-4%,"-396,087,707.36","142,208,347.31","28,437,230.31","-135,270,195.23","46,241,884.15","33,265,877.19",
sz.300531,优博讯,2016-08-09,C39计算机、通信和其他电子设备制造业,https://www.urovo.com,"321,078,965","6,444,055,040",20.07,,4.5253663,6.22%,-0.25,4.435,"708,583,267.4","421,228,810.54","450,228,786.68",24%,"-150,542,812.16","286,001,245.17","139,206,279.99","-2,605,716.02","-17,886,353.57","-102,197,340.14",
sz.300532,今天国际,2016-08-18,I65软件和信息技术服务业,https://www.nti56.com,"454,028,786","4,753,681,408",10.47,20.94,2.543114,12.76%,0.5,4.117,"1,382,662,327.05","68,386,250.01","42,004,500",27%,"276,431,055.56","309,373,824.64","146,126,904.78","196,778,544.33","20,134,843.71","-119,753,287.62",1
sz.300533,冰川网络,2016-08-18,I64互联网和相关服务,https://www.q1.com,"234,461,970","6,534,455,296",27.87,9.019418,3.6879714,52.81%,3.09,7.557,"523,313,152.37",,"43,436,036",93%,"-222,676,172.09","2,871,261,866.8","444,496,041.25","-159,448,840.01","155,718,377.13","-123,339,530.55",
sz.300534,陇神戎发,2016-09-13,C27医药制造业,https://www.lsrfzy.com,"303,345,000","2,830,208,768",9.33,103.666664,4.1010985,6.31%,0.09,2.275,"289,653,065.28",,"131,003,656",72%,"51,911,309.12","648,793,845.98","24,074,951.37","170,144,339.46","-77,617,623.82","-91,565,870.0",0
sz.300535,达威股份,2016-08-12,C26化学原料和化学制品制造业,https://www.dowellchem.cn,"107,019,863","2,120,063,488",19.81,,2.1947706,-2.86%,-0.14,9.026,"97,670,305.72","310,837,474.82","299,904,032",36%,"-34,840,818.69","180,969,834.26","49,797,258.85","55,645,556.85","-79,230,202.89","51,624,142.75",
sz.300536,农尚环境,2016-09-20,E48土木工程建筑业,https://www.nusunlandscape.com,"293,288,133","2,387,365,376",8.14,,5.330714,-19.75%,-0.34,1.527,"31,192,863.6","19,070,627.92","20,858,194",16%,"-73,025,074.61","47,310,129.17","6,693,117.66","-43,120,987.89","7,543,649.4","6,298,025.53",
sz.300537,广信材料,2016-08-30,C26化学原料和化学制品制造业,https://www.kuangshun.com,"207,806,521","4,471,996,416",21.52,,4.95282,-6.75%,-0.3,4.345,"88,269,676.6","159,508,290.0","163,477,392",38%,"-30,007,619.46","131,420,216.86","23,559,879.74","-37,216,919.16","-59,207,708.0","-38,247,178.59",
sz.300538,同益股份,2016-08-26,F51批发业,https://www.tongyiplastic.com,"181,918,573","2,661,468,672",14.63,,2.7484503,-9.12%,-0.52,5.323,"297,636,265.25","249,500,000.0","654,328,192",5%,"-94,641,734.79","161,167,711.02","17,983,046.95","80,808,691.95","-78,221,306.95","-212,592,858.82",
sz.300539,横河精密,2016-08-30,C29橡胶和塑料制品业,https://www.mouldcenter.com,"268,100,662","7,421,026,304",27.68,120.347824,6.3867097,6.23%,0.23,4.334,"47,337,534.99","124,095,027.78","335,446,976",22%,"39,030,303.8","102,513,707.24","35,718,119.92","49,536,445.53","-113,847,667.12","28,758,417.05",0
sz.300540,蜀道装备,2016-08-23,C34通用设备制造业,https://www.shudaozb.com,"229,559,110","4,547,565,568",19.81,76.19231,4.1193595,6.24%,0.26,4.809,"479,927,003.55","83,932,022.74","141,036,240",26%,"72,409,993.51","159,540,391.93","31,583,068.2","290,204,804.98","-8,463,564.72","60,316,766.29",0
sz.300541,先进数通,2016-09-13,I65软件和信息技术服务业,https://www.adtec.com.cn,"430,044,492","5,930,313,216",13.79,65.66667,3.4423366,5.41%,0.21,4.006,"569,450,667.05","279,946,692.9","876,912,192",18%,"38,466,787.86","298,658,553.41","88,082,203.91","358,633,153.98","-52,160,777.13","-212,676,063.14",0
sz.300542,新晨科技,2016-09-20,I65软件和信息技术服务业,https://www.brilliance.com.cn,"298,559,899","4,609,764,864",15.44,,8.516272,-14.82%,-0.29,1.813,"512,916,329.64","220,261,161.44","309,550,112",15%,"-82,718,469.8","194,306,794.33","71,537,067.3","104,853,563.7","-43,432,682.9","-92,014,594.25",
sz.300543,朗科智能,2016-09-08,C39计算机、通信和其他电子设备制造业,https://www.longood.com,"306,371,334","3,014,693,888",9.84,82.0,2.055997,2.89%,0.12,4.786,"523,095,588.72","30,000,000.0","58,702,840",18%,"53,598,833.75","226,069,764.17","92,214,637.46","-3,872,200.53","-116,499,215.41","-32,179,246.08",0
sz.300545,联得装备,2016-09-28,C35专用设备制造业,https://www.liande-china.com,"185,461,376","5,587,951,104",30.13,38.628204,2.6168141,7.26%,0.78,11.514,"355,077,810.47","162,945,750.93","207,753,104",37%,"241,920,226.11","190,776,210.99","120,751,415.05","71,288,878.19","-82,904,478.73","-218,778,501.83",0
sz.300546,雄帝科技,2016-09-28,C39计算机、通信和其他电子设备制造业,https://www.xiongdi.cn,"186,632,691","4,018,201,856",21.53,107.65,3.5740373,3.34%,0.2,6.024,"480,905,211.58","10,000,000.0","28,024,786",44%,"29,148,904.76","208,877,198.75","105,225,949.25","9,243,658.58","113,044,855.89","902,354.61",0
sz.300547,川环科技,2016-09-30,C29橡胶和塑料制品业,https://www.chuanhuan.com,"216,906,174","6,420,422,656",29.6,33.258427,5.0084605,15.67%,0.89,5.91,"230,190,784.9",,0,25%,"202,731,581.01","97,319,353.01","52,335,233.71","201,039,394.55","-28,647,131.5","-90,255,469.67",0
sz.300549,优德精密,2016-09-30,C35专用设备制造业,https://www.jouder.com,"133,340,000","2,280,114,176",17.1,244.28572,4.1344295,1.42%,0.07,4.136,"54,191,890.49","57,063,694.44","77,604,584",27%,"13,698,660.43","76,843,817.24","18,475,589.06","22,512,752.01","-65,311,390.39","-20,138,233.01",0
sz.300550,和仁科技,2016-10-18,I65软件和信息技术服务业,https://www.herenit.com,"262,560,141","3,155,973,120",12.02,60.100002,2.8249118,4.31%,0.2,4.255,"542,170,950.15","96,095,228.34","57,072,372",46%,"37,300,014.13","112,469,126.93","52,515,942.9","7,996,955.78","12,462,367.56","-33,254,824.24",0
sz.300551,古鳌科技,2016-10-18,C34通用设备制造业,https://www.gooao.cn,"340,062,839","4,924,109,824",14.48,,11.250972,-55.43%,-0.96,1.287,"201,909,179.33",,"14,593,946",52%,"-367,104,402.92","222,333,843.57","35,428,235.45","31,245,754.01","-89,743,660.66","-58,223,380.65",
sz.300552,万集科技,2016-10-21,C39计算机、通信和其他电子设备制造业,https://www.wanji.net.cn,"213,133,112","5,579,825,152",26.18,,3.1070497,-13.52%,-1.24,8.426,"371,049,274.74","112,500,000.0","241,951,536",29%,"-385,309,844.29","598,416,548.36","299,954,950.18","-209,121,683.78","332,842,633.39","32,089,205.28",
sz.300553,集智股份,2016-10-21,C40仪器仪表制造业,https://www.jz-balancing.com,"111,021,841","4,226,601,472",38.07,126.899994,4.957677,5.45%,0.3,7.679,"276,034,306.2","20,000,000.0","281,480,544",43%,"13,595,971.65","96,758,589.04","43,515,129.96","17,948,474.47","-201,826,065.6","223,174,025.55",0
sz.300554,三超新材,2017-04-21,C30非金属矿物制品业,https://www.diasc.com.cn,"114,211,577","2,517,223,168",22.04,,5.0434785,-26.57%,-1.39,4.37,"79,585,775.58","72,301,151.95","144,689,488",22%,"-157,475,916.45","79,164,835.45","23,140,666.66","24,718,661.76","-33,563,308.95","-24,591,435.59",
sz.300555,ST路通,2016-10-18,C39计算机、通信和其他电子设备制造业,https://www.lootom.com,"200,000,000","2,578,000,128",12.89,,5.4250846,-11.51%,-0.29,2.376,"80,028,676.54",,"802,263",17%,"-57,489,986.92","65,553,039.81","22,037,012.64","39,538,111.92","50,971.93","-204,000.0",
sz.300556,丝路视觉,2016-11-04,I65软件和信息技术服务业,https://www.silkroadcg.com,"121,565,313","2,146,843,392",17.66,,4.603754,-45.99%,-2.23,3.836,"536,458,853.99","158,614,597.15","378,542,432",-16%,"-368,201,996.05","237,648,187.44","46,071,904.45","-142,089,290.35","11,375,250.74","12,757,491.08",
sz.300557,理工光科,2016-11-01,C35专用设备制造业,https://www.wutos.com,"120,867,878","3,899,197,696",32.26,100.8125,3.9103029,5.38%,0.32,8.25,"677,795,315.15",,0,32%,"45,435,117.52","145,837,698.44","61,038,237.74","69,322,948.55","-11,718,724.97","-34,326,856.83",0
sz.300558,贝达药业,2016-11-07,C27医药制造业,https://www.bettapharma.com,"420,733,843","18,209,359,872",43.28,60.111107,3.116135,4.89%,0.72,13.889,"471,682,855.12","100,080,944.43","2,460,006,912",81%,"386,979,402.58","1,854,814,220.78","501,901,633.96","911,172,176.22","-1,001,692,962.49","-191,383,783.9",0
sz.300559,佳发教育,2016-11-01,I65软件和信息技术服务业,https://www.jf-r.com,"399,514,567","5,505,310,720",13.78,153.1111,4.5508585,2.56%,0.09,3.028,"475,169,572.94","20,000,000.0","210,000,000",51%,"29,903,020.83","188,287,461.77","42,242,494.04","50,136,028.21","-192,469,885.02","-43,534,128.53",0
sz.300560,中富通,2016-11-01,I65软件和信息技术服务业,https://www.zftii.com,"229,743,622","3,446,154,240",15.0,,3.5519772,-12.47%,-0.52,4.223,"625,402,544.56","555,738,999.98","722,417,344",18%,"-133,743,938.6","173,996,094.97","60,345,906.2","-25,498,157.31","67,050,576.81","-109,229,302.46",
sz.300561,*ST汇科,2016-11-17,I65软件和信息技术服务业,https://www.sgsg.cc,"328,107,975","4,839,592,448",14.75,,8.068928,-2.81%,-0.05,1.828,"16,631,584.55",,"33,934,600",47%,"-23,217,088.21","60,124,724.2","14,726,953.57","42,868,323.67","-22,073,119.43","-11,483,775.19",
sz.300562,乐心医疗,2016-11-16,C35专用设备制造业,https://www.lifesense.com,"218,613,688","2,881,328,640",13.18,37.657143,2.8216658,7.44%,0.35,4.671,"764,004,671.27","181,690,433.22","95,157,256",35%,"58,156,230.45","284,057,848.43","96,807,528.07","118,850,136.93","-15,204,135.58","-21,748,705.54",0
sz.300563,神宇股份,2016-11-14,C39计算机、通信和其他电子设备制造业,https://www.shenyucable.com,"182,136,526","5,529,665,024",30.36,89.29412,4.9261723,6.12%,0.34,6.163,"266,195,990.69",,"21,003,778",16%,"78,886,352.26","103,419,515.02","23,692,486.91","94,294,807.82","29,998,618.95","-74,067,036.44",0
sz.300564,筑博设计,2019-11-08,M74专业技术服务业,https://www.zhubo.com,"161,315,200","2,398,757,120",14.87,148.7,1.9866399,1.17%,0.1,7.485,"473,217,235.45","200,000.0","6,448,774",29%,"30,984,752.82","84,200,279.48","29,002,289.02","8,991,486.92","90,503,576.33","-98,813,395.13",0
sz.300565,科信技术,2016-11-22,C39计算机、通信和其他电子设备制造业,https://www.szkexin.com.cn,"249,704,612","3,423,450,112",13.71,,6.08522,-25.72%,-0.6,2.253,"57,365,465.51","315,585,083.34","634,092,544",18%,"-218,951,571.05","209,763,920.27","76,754,340.69","-97,106,697.17","-289,570,100.77","347,656,126.61",
sz.300566,激智科技,2016-11-15,C39计算机、通信和其他电子设备制造业,https://www.excitontech.cn,"262,104,623","4,678,567,424",17.85,24.791666,2.196923,9.00%,0.72,8.125,"681,219,191.41","390,847,924.7","588,553,600",24%,"184,260,108.73","252,145,549.18","138,332,997.04","347,947,853.01","-93,130,560.42","-450,446,585.43",0
sz.300569,天能重工,2016-11-25,C38电气机械和器材制造业,https://www.qdtnp.com,"1,022,717,215","7,302,200,320",7.14,,1.3517606,-3.31%,-0.18,5.282,"972,463,390.25","740,347,847.25","4,468,613,120",14%,"-259,855,958.76","216,829,589.23","13,298,661.5","463,496,538.14","-243,210,813.07","-370,510,529.47",
sz.300571,平治信息,2016-12-13,C39计算机、通信和其他电子设备制造业,https://www.anysoft.cn,"139,528,294","4,534,669,312",32.5,,3.120799,-7.64%,-0.82,10.414,"141,024,728.17","681,830,410.07","2,738,682,112",10%,"-115,816,779.73","145,346,716.92","37,948,250.7","-411,627,050.48","-142,272,824.14","406,102,546.35",
sz.300572,安车检测,2016-12-06,C40仪器仪表制造业,https://www.anche.cn,"228,988,812","6,276,583,424",27.41,,3.4939454,-11.57%,-1.06,7.845,"923,552,003.32","620,000.0","170,678,016",28%,"-227,187,024.34","203,744,869.95","43,891,156.06","52,631,429.66","154,538,535.9","-74,544,842.67",
sz.300573,兴齐眼药,2016-12-08,C27医药制造业,https://www.sinqi.com,"246,429,527","16,313,634,816",66.2,25.1711,8.745046,37.08%,2.63,7.57,"370,121,251.48","200,167,750.0","133,914,176",78%,"338,061,776.59","1,087,511,076.07","220,658,226.68","416,982,963.18","-215,668,131.82","-318,786,294.23",0
sz.300575,中旗股份,2016-12-20,C26化学原料和化学制品制造业,https://flagchem.com,"476,992,400","2,952,582,912",6.19,,1.4955304,-7.18%,-0.32,4.139,"466,886,013.27","569,875,956.56","1,595,313,408",15%,"10,839,084.06","314,293,961.22","81,781,694.09","235,122,998.39","-384,879,709.46","131,106,436.72",0
sz.300576,容大感光,2016-12-20,C39计算机、通信和其他电子设备制造业,https://www.szrd.com,"366,367,572","12,548,089,856",34.25,110.48387,7.41342,7.48%,0.31,4.62,"347,599,829.19",,"6,729,441",37%,"122,799,073.22","196,184,402.48","51,802,102.01","119,952,229.64","-223,831,684.59","-23,312,408.36",0
sz.300577,开润股份,2016-12-21,C19皮革、毛皮、羽毛及其制品和制鞋业,https://www.korrun.com,"239,836,247","4,393,800,192",18.32,13.085714,1.9027835,15.30%,1.4,9.628,"596,342,396.39","551,392,954.65","2,202,465,024",23%,"400,981,504.81","572,493,317.82","97,448,842.18","232,495,192.36","-247,443,045.38","-51,075,141.19",1
sz.300578,会畅科技,2017-01-25,I65软件和信息技术服务业,https://www.bizconf.cn,"198,269,740","4,032,806,656",20.34,254.25,3.3916957,1.41%,0.08,5.997,"531,499,234.35",,"23,931,548",35%,"29,120,734.09","143,236,309.41","55,329,826.83","60,619,295.46","-9,618,395.3","-53,066,015.8",0
sz.300579,数字认证,2016-12-23,I65软件和信息技术服务业,https://www.bjca.cn,"270,000,000","7,551,899,648",27.97,,9.658149,-9.19%,-0.28,2.896,"352,396,533.73","10,000,000.0","6,804,566",47%,"10,609,797.51","508,811,944.22","209,865,349.65","44,758,570.58","-67,947,526.96","-24,187,900.94",0
sz.300580,贝斯特,2017-01-11,C36汽车制造业,https://www.wuxibest.com,"502,322,762","10,784,869,376",21.47,35.78333,3.3061287,9.55%,0.6,6.494,"186,286,103.48",,0,35%,"288,905,875.53","171,148,256.5","69,656,039.99","227,879,878.04","-131,203,199.42","-77,563,194.37",0
sz.300581,晨曦航空,2016-12-20,C39计算机、通信和其他电子设备制造业,,"550,109,546","7,151,424,512",13.0,,7.484168,-4.65%,-0.07,1.737,"83,962,247.78",,"10,000,000",42%,"-26,585,069.82","65,506,862.59","30,955,454.0","-48,105,835.77","-94,421,873.47","-7,408,288.85",
sz.300582,英飞特,2016-12-28,C39计算机、通信和其他电子设备制造业,https://www.inventronics-co.com,"298,536,488","4,095,920,640",13.72,,3.0140598,-8.17%,-0.4,4.552,"436,564,185.94","362,194,699.23","1,189,259,648",30%,"9,071,833.19","679,913,186.42","182,202,910.7","469,579,478.26","4,227,537.94","-403,225,381.81",0
sz.300583,赛托生物,2017-01-06,C27医药制造业,https://www.sitobiotech.com,"189,702,126","2,691,873,024",14.19,,1.5241674,-10.19%,-0.91,9.31,"255,962,580.48","642,556,170.71","722,049,536",19%,"-101,328,265.58","193,325,791.64","58,379,409.91","194,459,589.28","-57,314,227.14","-163,036,731.74",
